title,text,type,zip,sourceUrl
Resources for remote work,Do you have resources or job postings to add to this?  Please email juliestreeter@gmail.com- and thanks so much for your help! ,network,00000,https://docs.google.com/document/d/1lMb_k8s3PcnL_5R9eOwobOooLniCGdT2seWlGKFuAps/preview?fbclid=IwAR3zFlWSXXjkp-PNPUsqUjuuFhdq0RjVPvxLojxtegEBqtIRzXCFQj8bzzs
Libby: Free ebooks and audiobooks,needs a Boston Public Library card,misc,00000,https://www.overdrive.com/apps/libby/
One-time medical emergency grants,"NYFA partners with Robert Rauschenberg Foundation to administer new emergency grant program that will provide one-time grants of up to $5,000 for medical emergencies.",offer,11201,https://current.nyfa.org/post/612209634032369664/announcing-rauschenberg-emergency-grants-program?fbclid=IwAR1_ncA65rqbDJ2eYHmRakBjrGqYt8QpBR48SND8HfmjmLqsOXXDbZ3OtmQ
Covid-19 Financial Solidarity,Financial Aid,need,00000,https://docs.google.com/spreadsheets/d/1FBEU0cdAGpScU0JrOlYFm8FrY1Bjr0_HsyW4hWOj74I/edit?fbclid=IwAR2zE8hXFEZAJeVzgTqSYq_i5MGjIiHa2c8gy-VODGcOVORdZpcmJD6KOEU#gid=1858085247
Greg Hill Foundation: Restaurant Worker Grants,Greg Hill Foundation: Restaurant Strong Fund offering $1000 grants for restaurant workers in Boston area. The application is simple and only requires supervisor contact information and most recent pay stub.,offer,00000,https://www.thegreghillfoundation.org/donations/restaurantstrongfund/
SBA Small Business Loans,SBA to Provide Disaster Assistance Loans for Small Businesses Impacted by Coronavirus (COVID-19),offer,00000,https://www.sba.gov/about-sba/sba-newsroom/press-releases-media-advisories/sba-provide-disaster-assistance-loans-small-businesses-impacted-coronavirus-covid-19
4GoodVibes Free Lunch,4GoodVibes offering free bagged lunch with activities,offer,02143,https://www.facebook.com/4GoodVibess/posts/2263792610588926
Boston Artist Relief Fund,"We modified the Opportunity Fund to best address the current needs of artists whose creative practices and incomes are being adversely impacted by COVID-19. On Thursday, March 12, the Opportunity Fund application reopened as the Boston Artist Relief Fund.",offer,02101,https://www.boston.gov/artistrelief?fbclid=IwAR1MIQewQJ_6j38lzgfe9zfHyi-9KA3GxHNt_frh9sEw7LcDO_udFCBVTqE
Unemployment Assistance Virtual Town Halls,Massachusetts Department of Unemployment Assistance (DUA) Virtual Town Halls: Sign up for a town hall presentation on applying for unemployment assistance.,misc,02101,https://www.mass.gov/forms/massachusetts-department-of-unemployment-assistance-dua-virtual-town-halls
"Daddy Jones Bar, Free Food","Daddy Jones Bar offering free meals, groceries, and delivery to those in need; they're coordinating with other restaurants in Magoun Square",offer,02145,https://www.facebook.com/daddyjonesbar/photos/pb.139045476187154.-2207520000../2814737978617877/?type=3&theater
Free Meals and Deliver,Trina's Starlite Lounge offering free meals and delivery to those in need.,network,02143,https://www.facebook.com/trinastarlitelounge/photos/a.10151514717759930/10157517108664930/
"Community Supper, Food Pantry & Thrift Store","Brighton Allston Congregational Church (404 Washington St, Brighton) - Has free/open to all Community suppers every Wednesday at 6 PM. They also have a food pantry and thrift store (free items - see site for details).",network,02135,https://brightonucc.org/whatwedo/
"Free Pizza to Students, Thurs & Fri","Coronavirus concerns: Jack’s Abby offering free pizza to students in Framingham on Thursday, Friday after schools were closed",offer,01701,https://www.masslive.com/boston/2020/03/coronavirus-concerns-jacks-abby-offering-free-pizza-to-students-in-framingham-on-thursday-friday-after-schools-were-closed.html
Food For Free,Call 617-868-2900,offer,02139,https://foodforfree.org
EMass Craft,"We are an independent Collaborative Regional Alliance for Farmer Training in eastern Massachusetts. Our purpose is to promote: Training of farmers, farm workers and apprentices in the craft of small-scale sustainable agriculture with emphasis on food production. Through the collaboration of many farms, we provide a broader learning experience than can be received on one farm alone. Exchange of ideas among farm people. Our goal is to increase the skill base in sustainable agriculture. Community of farmers, farm workers, and others who are interested in local agriculture. We support peer-based education to help farmers connect with others who share smilar goals.",network,02101,https://easternmasscraft.wordpress.com/
Free Meals Wednesday & Sunday,Free meals to go Wednesday nights and Saturday afternoons at First Baptist Church in JP,offer,02130,https://www.facebook.com/FirstBaptistJP/
Oak Square YMCA: free meals for children,Oak Square YMCA: free meals for children in Brighton,offer,02135,https://www.facebook.com/OakSquareYMCA
Emergency Food & SNAP application,"Quincy Community Action Programs' Southwest Community Food Center (1 Copeland St. Quincy) offers emergency food and SNAP application services to Norfolk County residents and is open regular hours. Call 617-471-0796 to make an appointment. Hours: Monday, Tuesday, Thursday, Friday 9:00-4:30 and Wednesday 11:00-6:30",offer,02122,https://www.qcap.org/our-programs/food-nutrition/#southwest
Online Farmers Market to support farmers,Three River Farmers Alliance is a network of local farmers working cooperatively to distribute local food to the greater Seacoast NH region.  Our online marketplace provides a one-stop shop for ordering fresh local food from over 40 farms and food producers.  ,network,03827,https://shop.threeriverfa.com/Account/Register
Project Bread,617-723-5000; foodsource hotline: 1-800-645-8333; tty 1-800-377-1292 (food assistance for MA residents),network,02128,http://www.projectbread.org/
Project Soup,Celebrates 50 years or helping Somerville residents fight hunger and avoid homelessness,network,02145,www.somervillehomelesscoalition.org/food-security/
Somerville Food Security Connection,The Somerville Food Security Coalition (SFSC) is comprised of a diverse range of local stake-holders invested in addressing the issue of food access and food security.,network,02144,http://somervillefoodsecurity.org/get-involved/
Food Safety Info,"Info about safe food preparation, for anyone who is planning to cook food for others as part of a meals program or mutual aid.",misc,00000,https://www.whca.org/files/2020/03/COVID-19-Food-Safety-Guidance.pdf
Free groceries at Makeshift Boston,"Solidarity Supply Distro - The Massachusetts Local Food Action Plan, completed in 2015, contains goals and recommendations for progress toward a sustainable and equitable food system.",offer,02101,https://mafoodsystem.org/
Mill City Grows,"Our mission is to foster food justice by improving physical health, economic independence and environmental sustainability in Lowell through increased access to land, locally-grown food and education.",network,01854,https://www.millcitygrows.org/
Food For Free Volunteers Needed,Food For Free will be setting up emergency food pantries at 9-10 public housing sites to address student and family needs as well as for our elder population. If you are interested in volunteering please sign up here:,need,02101,https://docs.google.com/forms/d/e/1FAIpQLSed0cSIoOc7-Fvoms3VHR1Lc44fjql-vTNknz_a-7T_sKDnrw/viewform
***FREE MEALS TO BPS STUDENTS AND ALL SCHOOL-AGE CHILDREN IN BOSTON,"BPS will continue to provide free breakfast and lunch meals to all Boston children beginning Tuesday, March 17. Locations will be open Monday - Friday from 8:30 am - 11:30 am at the schools listed below. A variety of packaged meal options will be available for pick-up.",offer,02101,https://www.bostonpublicschools.org/Page/8098
Action for Boston Community Development (ABCD) ,"Action for Boston Community Development (ABCD) at various locations serving Boston, Everett, Malden, and Medford. ABCD offers assistance in food emergency and/or groceries on a regular basis for those who cannot afford it. CALL BEFOREHAND to see if the pantry near you is still open (it has been restricted to 6 locations). You will need any government ID, proof of income, and proof of address (must be from three different sources) to enroll or receive assistance immediately. They usually have at least dry and canned goods stocked for emergency packages.",network,02101,https://bostonabcd.org/service/food-pantries/
Rescuing Leftover Cuisine,"Rescuing Leftover Cuisine - We are continuing operations in accordance with CDC suggestions and regulations. Please email Dana@RescuingLeftoverCuisine.org to receive food as an HSA, donate food as a business or volunteer as an individual or team.",network,02101,www.RescuingLeftoverCuisine.org/MA
AA phone/online meetings,Online AA Meetings During COVID-19,network,00000,https://docs.google.com/document/d/1a71ccw7ihaWelksKwOp4AzAkYlVqSoKiN6Gsm38bKMU/edit?usp=sharing
Housing Support/Resources,City Councilor Julia Mejia offering housing support/resources for those displaced,offer,02101,https://twitter.com/juliaforboston/status/1237563021511159810
"Philip Brooks House, Homeless Harvard Students",Google form for Homeless Harvard Students to find housing in order to keep area homless shelters operational (coordinated by the Phillip Brooks House),action,02138,https://docs.google.com/forms/d/e/1FAIpQLScbbiKRh511AxXi2G1PGtaxrOSF_fhLoHCz9ndifcqUlxyxKA/viewform
Harvard Move-Out Assistance,"If you are a graduate student worker at Harvard, an undergraduate student, a custodial worker, a postdoc, or someone else in the Harvard community who is currently being impacted by the coronavirus outbreak (e.g. an undergrad being displaced from housing, a graduate student in need of a one-time grocery donation) and you need immediate, temporary assistance, or if you are somebody with resources you can offer to help (e.g. physically moving belongings, access to a car, temporary storage/housing, etc), please fill out this form so we can help get those in need in touch with those who are able to help!",network,02138,https://docs.google.com/forms/d/e/1FAIpQLSegRedWMV9Mbz3C-QO1wrthrOv5lgHfV9y-v3EPIBUDzyWS3g/viewform
College Student Housing Spreadsheet,Open Spreadsheet of Offered Housing for Harvard (and other) students (information is being coordinated through Harvard GSE and passed on to Harvard Housing to coordinate directly with students as needed),network,02101,https://docs.google.com/spreadsheets/d/1RwDtfLFR25xUnYhCPLNF2RT7-c9LE9J-NusgZWjUJGQ/edit
Free 30day storage for College Students,College Students: U-Haul Offers 30 Days Free Self-Storage amid Coronavirus Outbreak,offer,85001,https://www.uhaul.com/Articles/About/20625/College-Students-U-Haul-Offers-30-Days-Free-Self-Storage-amid-Coronavirus-Outbreak/
Caring Across Distance,Some Things to Consider Before Movement Gatherings During COVID-19,misc,00000,bit.ly/caringacrossdistance
Coronavirus: ,Wisdom from a Social Justice Lens,misc,00000,www.healingjustice.org/podcast/corona
Half Assed Disabled Prepper Tips for Preparing for a Coronavirus Quarantine,"lists, thoughts and strategies on disabled prepping",misc,00000,https://docs.google.com/document/d/1rIdpKgXeBHbmM3KpB5NfjEBue8YN1MbXhQ7zTOLmSyo/edit
What does a State of Emergency mean in Mass?,"A State of Emergency grants the Governor additional powers to address a threat, and means that we all should be alert to instructions coming from the government so that we can keep ourselves and our communities safe.",misc,02101,https://www.facebook.com/VoteMelissaSmith/photos/a.118258486221429/217494222964521/?type=3&theater
Printable handwashing sign,printable handwashing sign,misc,00000,https://jpcentresouth.com/wp-content/uploads/2020/03/Handwashing-Sign.pdf
Harm Reduction,Guidance for people who use drugs and harm reduction programs,network,00000,https://harmreduction.org/miscellaneous/covid-19-guidance-for-people-who-use-drugs-and-harm-reduction-programs/
Boston Community Resources,"Boston Community Resources compiled into google doc with information on employment aid, mental health, health insurance, food resources, mutual aid networks, education and help with utilities",network,02101,https://docs.google.com/document/d/14JYALTcbGrwXwL2OipH0BSCYcT4TzkryMd06RSiHaRs/edit#
#StayTheFuckHome: ,A Movement to Stop the COVID-19 Pandemic (translations available at the link),misc,00000,https://staythefuckhome.com/
East Boston Laundry Offer,"I have a car and can pick up laundry, wash/dry/fold it, and drop it back off locally (East Boston/Revere/Winthrop area) marylumendonca@gmail.com",offer,02151,
Crisis Text Line (741741) ,"Isolation is HARD. Check in with your friends and neighbors, and know there are people there to listen if you need it.",network,00000,https://www.crisistextline.org/
Therapy Resources and Referral Sources,"spaces and options for those seeking care with a therapist. We all deserve competent, relevant, badass mental health care and my hope is that by sharing this more people will be able to access what they need. It has U.S.-wide as well as MA-specific resources and is specific to therapy (MA resources with a focus on the Greater Boston area are about halfway into this document). ",network,02101,http://bit.ly/getatherapist
Corona Virus Anxiety Advice,EXPERT OFFERS PRACTICAL ADVICE TO MANAGE YOUR CORONAVIRUS ANXIETY,misc,00000,https://news.virginia.edu/content/expert-offers-practical-advice-manage-your-coronavirus-anxiety
Sanvello (free app),"Free premium access through the COVID-19 crisis, anxiety support",misc,00000,https://www.sanvello.com/coronavirus-anxiety-support/
Burnout Coping Advice,How to cope with burnout if you're feeling overwhelmed by working from home,misc,00000,https://www.facebook.com/notes/oriana-soup/burnout/10152149241940787/?hc_location=ufi
Community Call-in ,WEEKLY THURSDAYS 6:30 - 7:30 pm. Join all of us at CAN WE TALK? which brings callers together as community to share thoughts and feelings during this time. Program is run by Rev. Liz Walker's team at The Cory Johnson Program for Post-Traumatic Healing/Roxbury Presbyterian Church Social Impact Center - a non-profit organization. All are welcome. Step #1: Dial: 1-929-436-2866 Step #2: Enter Meeting ID: 887995182# Step #3: Press # to join the call. (There is no Participant ID),network,00000,
Anti-Isolation Team:, Mutual Aid Against Covid-19,network,00000,https://www.facebook.com/groups/604931866726390/?ref=group_header
Arlington Mutual Aid - coordination,"We’re here to connect you with all the awesome volunteer groups run by your neighbors, key resources like what stores are open or delivering, and ideas for keeping families and kids active and happy! See the Toggle Menu on the left for everything.",network,02474,https://mutualaidarlington.org/
Boston College Mutual Aid,"This form now is primarily for organizing help in STORAGE and HOUSING. If you want to make a financial contribution, please donate to VENMO @Amirah-Orozco. ",network,02101,https://docs.google.com/forms/d/e/1FAIpQLSeuWwbBITzpDu_6jDTB--qJlE7QrUMMx53BPPRltHcboJU88g/viewform
Boston-area Mutual Aid Google Form,"If you are a graduate student worker at Harvard, an undergraduate student, a custodial worker, a postdoc, or someone else in the Harvard community who is currently being impacted by the coronavirus outbreak (e.g. an undergrad being displaced from housing, a graduate student in need of a one-time grocery donation) and you need immediate, temporary assistance, or if you are somebody with resources you can offer to help (e.g. physically moving belongings, access to a car, temporary storage/housing, etc), please fill out this form so we can help get those in need in touch with those who are able to help! coordinated by Harvard Graduate Students Union-UAW",network,02101,tinyurl.com/hgsuCOVID19aid
Brandeis Mutual Aid - give,BRANDEIS mutual aid for first-generation and low-income students affected by COVID-19 updates,network,02451,https://forms.gle/4zPTHriP3bHTReRV6
Brandeis Resource Pooling Facebook Group,This is a facebook group meant to consolidate student discussion in response to the recent campus announcements surrounding COVID-19.,network,02451,https://www.facebook.com/groups/538742673434920
Brookline Mutual Aid,Sharnig emergency services & resources across Brookline Hotline: 617-651-1468   Email: MutualAidBrookline@gmail.com,network,02445,https://docs.google.com/document/d/18wyL-f2x2j-tFMCsbaxWW98PjY5bVUKfPluFibmX9u8/edit?usp=sharing
Cambridge Mutual Aid,"The purpose of this facebook group is to enable Cambridge, MA, USA residents to request or provide support to their neighbors throughout the COVID19 emergency. Use this group to send out updates and provide resources. Please use the linked Google Form to register support requests and offers. Find us at CambridgeMutualAid.info",network,02114,https://www.facebook.com/groups/140900043949824/
Cambridge Neighborhood Aid Network,"In these fast-moving and uncertain times, it’s important that we show up for each other and remember that we are not alone. We are setting this up based on the efforts of Somerville/Medford and Jamaica Plain’s mutual aid groups.",network,02114,https://sites.google.com/view/cambridge-nan/home?authuser=0
Charles River Mutual Aid,"Charles River Mutual Aid Program (CRMAP) is a group of activists from across the Boston area who are mobilizing to provide mutual aid to residents in the area in need of resources. We are pooling funds in a Mutual Aid Fund to purchase food, medical supplies, and other necessities for people who request them, and organizing to provide these resources to the community. In addition, we seek to bring people together and partner with other organizations to help fight back against capitalism’s injustices during this crisis, injustices such as the predatory collection of unpayable rents at a time when tenants are losing their sources of income.",network,02101,https://crmutualaid.com/
Roslindale Cares - mutual aid,"Mutual aid is a powerful way to build strong connections – we all have something to offer and we all have something we need. This group is still building out infrastructure, but here’s what we have so far.",network,02131,https://www.roslindalecares.com/
Dorchester Community Care,"Welcome to the (growing) Dorchester Community Care Network! We know that we are only a small group of residents and community organizers from a large and diverse neighborhood but we wanted to invite folks into a conversation about how we can coordinate support. In these fast moving and uncertain times, it’s important that we show up for each other and remember that we are not alone.",network,02121,http://bit.ly/DotCommunityCare
Dorchester Comunidad de Cuidado Mutuo,"¡Bienvenido a la (creciente) Comunidad de Cuidado Mutuo Dorchester! Sabemos que solo somos un pequeño grupo de residentes y organizadores comunitarios de un vecindario grande y diverso, pero queríamos invitar a todos a una conversación sobre cómo podemos coordinar el apoyo. En estos tiempos rápidos e inciertos, es importante que nos apoyemos el uno al otro y recordar que no estamos solos. ",network,02121,https://docs.google.com/document/d/16lyGwJAb5VX7_UoBD5nr7D7GrHmdlvLw7eAevldNVg8/edit
Dịch Vụ Quan Tâm Cộng Đồng Dorchester,"Cảm ơn  quý vị đã cộng tác với Mạng lưới và Dịch Vụ Quan Tâm Cộng Đồng Dorchester (hiện tại đang phát triển)! Chúng tôi là một nhóm cư dân từ các tổ chức cộng đồng ở Dorchester. Chúng tôi mời gọi quý vị tham gia vào cuộc đàm thoại để chia sẻ những phương tiện để phối hợp và hỗ trợ nhau. Trong thời điểm khó khăn này, điều quan trọng nhất là chúng ta giúp đỡ nhau và nhớ rằng chúng ta không đơn côi",network,02121,https://docs.google.com/document/d/1cIocUHqybZtlQEgIS1heorPAMgrmfvgYeBQN7Gszuts/edit?ts=5e718085
MIT Mutual Aid Google Form,This form is for MIT alums (and grad students and post docs and other community members) who want to offer housing or other support to any MIT students who have been affected by COVID-19. Coordinated by alumni,network,02139,https://bit.ly/2IAzXw5
Mutual Aid Brookline,Hotline: 617-651-1468   Email: MutualAidBrookline@gmail.com,network,02446,https://docs.google.com/document/d/18wyL-f2x2j-tFMCsbaxWW98PjY5bVUKfPluFibmX9u8/edit?fbclid=IwAR0J0IBsQQSaQjnlzJ65-zpBhGTrssUSsL9EY_Lq-Oozsj0LDRSuBhkpFdU
Mutual Aid Jamaica Plain & Roxbury,Google Doc Network,network,02130,https://bit.ly/jpmutualaid
Mutual Aid Medford & Somerville (MAMAS),"Welcome to the Mutual Aid Medford and Somerville (MAMAS) network! We are located in Medford and Somerville, Massachusetts, USA. In these fast moving and uncertain times, it’s important that we show up for each other and remember that we are not alone. Read more about what we believe in here.",network,02155,mutualaidmamas.com
Newton Mutual aid,"This form has been created to support people in need of Community Support and Resources in response to COVID-19. This form is for people looking for help and people able to offer it.Your full responses will be visible to the group coordinators and we may add more coordinators if the need grows. Your full responses will also be visible to interpreters or translators, if needed.",network,02456,https://docs.google.com/forms/d/e/1FAIpQLScQNTahca3LS8GkS0mht7d3JAVsAc5Apy2H_LJLiGntlwTVOw/viewform
Olin Mutual Aid,mutual aid network for Olin College in Needham MA,network,02459,https://docs.google.com/spreadsheets/d/1Zy1MILRhmq2qbE-Z8r10KfcWfzh-XzsF-yt7-k3ZrRs/edit
South Boston Neighborhood Aid Network,This Neighborhood Aid Network is a powerful way to build strong connections. We all have something to offer and we all have something we need.,network,02127,bit.ly/2xQwlUG
Tufts Mutual Aid Google Form,information being coordinated through Tufts Mutual Aid facebook group and students can see the generated responses on the other end,network,02155,https://bit.ly/39Gw84d
Wellesley Mutual Aid,mutual aid resources for Wellesley MA residents,network,02457,https://docs.google.com/spreadsheets/d/1D_CNffqdyM1evxQ9666kI7M4EC8TAI15svocW9GN2So/edit
Western Massachusetts Community Aid Slack Chat,slack chat group for people interested in community aid in the greater Western MA area,network,02155,https://wmacommunitymutualaid.slack.com/join/shared_invite/zt-cp461urp-CrzhhnxIhFuj_prjUmssKQ
Williams College Mutual Aid Google Form,"If you are able to host a student for any duration after Tuesday until they are able to return home and/or find other housing and/or until their summer job starts, or are able to store some students' belongings for the rest of the spring semester and through the summer (until late August / early September), we would greatly appreciate the help in this difficult and confusing time.",need,01267,https://docs.google.com/forms/d/e/1FAIpQLSdeS2RWIjqvFmj6QiY2ur9P1rogCjrlAtMQgDwLxeMZKR4Ytg/viewform
Boston + MA COVID19 Resources:,A Limited List of Resources Compiled by the Asian American Resource Workshop,network,02101,https://docs.google.com/document/d/1-x6vOZKVsla5H363mtdgcyivvLmcx7-f2s6l-O_ba8A/edit?usp=sharing
Mission-Based Massachusetts,"A 15 year old online community for nonprofit, philanthropic, grassroots, educational, and other mission-based organizations in Massachusetts. Helpful if you are seeking resources or collaboration partners.",network,02101,https://missionbasedmassachusetts.net/lists/info/mbm
Lowell Alliance ,"helps Lowell, MA families and neighborhoods thrive by connecting them with critical resources and empowering them to fulfill their vision for community.",network,01850,https://www.lowellalliance.org/
End Covid: Volunteer Network,"endcovid.org - Connection volunteers with people those that need it. Attempting to connect with hospitals, research labs and households.",network,00000,https://endcovid.org/
Cambodian Mutual Assistance Association of Greater Lowell,"Their mission is to improve the quality of life for Cambodian Americans and other minorities and economically disadvantaged persons in Lowell through educational, cultural, economic and social programs with a vision that one day they are active and engaged leaders of their communities.",network,01850,https://www.cmaalowell.org/wp/about/
COVID-19 Mental Health Resources,"This stuff is scary and may exacerbate existing mental health struggles. Get help if you need it, and help the people in your life if they are struggling. ",network,00000,https://docs.google.com/document/d/1FQTOeukH3uVOKKzF-xAxtIFkmxOXjpUMQLn0voS340E/edit
Boston + MA COVID19 Resources,A Limited List of Resources Compiled by the Asian American Resource Workshop (a small grassroots pan-Asian organization) (Boston and Massachusetts specific with some national resources) ,network,02101,https://docs.google.com/document/d/1-x6vOZKVsla5H363mtdgcyivvLmcx7-f2s6l-O_ba8A/edit
Massachusetts Mutual Aid Networks,links to mutual aid networks in Massachusetts organized by location,network,02101,https://docs.google.com/spreadsheets/d/1QEK7LmLanrngIwIk72EjxijEerCB19348ac32YgYg0Q/edit#gid=0
Roxbury Toilet Paper Distribution ,Group to distribute free toilet paper to low-income families in Roxbury on Saturday,network,02119,https://www.universalhub.com/2020/group-distribute-free-toilet-paper-low-income
Hand Sanitizer Crowd Source,JPs Massage Therapy is using their business account to crowd source hand sanitizer for Boston residents who need it. Sign up on their google form to express interest (does not guarantee you will recieve any),network,02101,https://forms.gle/rdVnuRQu1H3P24Wc7
Boston Area Mask Initiative - Request a Mask,"Request form for ""Medical"" Masks",offer,02101,https://docs.google.com/forms/d/e/1FAIpQLSfhBtTw39v4_zpxKargL4NS0U0QnucvkQnH-V6_PHrVxJ2K3A/viewform
Boston Area Mask Initiative - Make a Mask,Info for making masks/collection sites,need,02101,https://www.facebook.com/stephanie.cave
"Volunteer Callers Needed, Elder Services","Somerville-Cambridge Elder Services organization is looking for volunteers to help with making check-in phone calls to elder residents regarding COVID-19, especially if you speak Mandarin, Portuguese, Spanish, or Haitian. A CORI/background is required.",need,02143,https://eldercare.org/join-us/volunteer-opportunities/
Need for Blood Donation!,"Due to the spread of COVID-19 America is facing a blood shortage, in the setting of social distancing. Many blood drives have been cancelled and the older folks who normally provide the bulk of this vital social good need to stay home at this time. We need your help!",need,02101,https://docs.google.com/document/d/1WWtlvHTERrj_BbayLqsbI4FV26IWd7XWqjy5TtymDd4/edit?usp=sharing
JP Centre Yoga PAY WHAT YOU CAN Yoga Livestream! ,"JP Centre Yoga is offering PAY WHAT YOU CAN yoga via livestream! We have temporarily closed our physical doors at JPCY and are no longer offering in-person classes at the studio through at least April 6th. We feel inspired and see this as an opportunity to broaden our reach, offering yoga to ALL who need it at this time. Our daily LIVE STREAMED classes are on a sliding scale - pay anywhere between $0 up to our regular drop-in rate of $20. It is important to us that everyone has access to yoga so all that we ask is that you pay what you can. We feel that this is our path forward to support and preserve community health.",offer,02130,https://myemail.constantcontact.com/JPCY-is-now-online-with-donation-based-classes.html?aid=lGzo7qbzdTM&soid=1110193228356
$50 SNAP reimbursement,Expensify.org - offering up to $50 reimbursement for essential goods and groceries purchased on a SNAP card,,00000,https://www.expensify.org/hunger
Boston Helps ,Boston Helps - coordinated by Boston.com; offer to help or request assistance with essentials,network,02101,https://www.boston.com/boston-helps
Boston Student Advisory Council (BSAC),a compiled list of resources for our students and their families. It's a little more accessible and easy to navigate than this spreadsheet. Anyone is welcome to share it with their network and community!,network,02101,https://docs.google.com/document/d/1CZIaJM-ds5D-BE5qNEsNsxoZ2ByX8U9C76kNna8cgjA/edit?usp=sharing
Malden Neighbors Helping Neighbors,"We are a group of Malden residents dedicated to assisting our neighbors in the current crisis and beyond. Please fill out our form to let us know how you can help others, and what your needs are. We’re all in this together",network,02148,https://maldenneighbors.org
Jewish Family and Childrens Service Loan Program,"In collaboration with the Hebrew Free Loan Programs at Jewish Family & Children’s Service and Jewish Family Service of Metrowest, the CJP Interest-Free Loan Program is here for the times you need help affording bar and bat mitzvahs, other lifecycle traditions, or managing challenging expenses.",offer,02110,https://www.cjp.org/our-work/caring-social-justice/our-caring-programs/interest-free-loan-program
Cambridge COVID-19 Emergency Fund,Must be a Cambridge Resident,offer,02114,http://cambridgecf.org/COVID-19-emergency-fund
Lincoln-Sudbury Mutual Aid Network,"Welcome to the Lincoln-Sudbury Mutual Aid Network! In these fast moving and uncertain times, it’s important that we show up for each other and remember that we are not alone.",network,01776,https://docs.google.com/document/d/1cn5btAM7rxJoVR1pu8een13cno45FrFtjZvkIEWIKfQ/edit?usp=sharing
South Shore Mutual Aid,"Focus on the South Shore area, but ready and willing to help others as needed",network,02066,https://www.southshoremutualaid.com/
Margins: Women Helping Black Women,Margins’ goal is to uplift and strengthen Black women and their ability to parent. Margins aims to intervene in poverty-stricken familial units and restore hope by providing practical support.,network,00000,https://www.facebook.com/Margins-Women-Helping-Black-Women-107826713919026/
Lucy parsons center,"The Lucy Parsons Center is an independent, non-profit, radical bookstore and community space. We are run collectively by our volunteers—no bosses, no pay. We are kept alive by dedicated volunteers who contribute their time to keeping this project on its feet. Read more about our collective or sign up to volunteer and get involved if you are interested!",misc,02130,http://lucyparsons.org/
Your queer mawm,"Your Queer Mawm is here to lend Accessible Aide for whatever is between you and reclaiming your Space and Sense of Peace! Cleaning, Organizing, E.F. aide, Handy work, etc all for Negotiable Prices and intent to meet you exactly where you are at.",offer,00000,https://www.facebook.com/yourqueermawm/
Build DSA,Our core mission is to listen to and amplify DSA locals. Local organizing committees and chapters are the thriving laboratories working towards bringing socialism to our present day reality.,network,00000,https://dsabuild.org/
Boston DSA,"Boston DSA is a local chapter of Democratic Socialists of America. We are an activist organization — not a political party — that works against oppression in its many forms. We see these multiple oppressions — economic inequality, patriarchy, white supremacy, and others — as interlinked, intersecting and inseparable. DSA’s members are building mass movements for social change while establishing an openly socialist presence in communities and politics in the Greater Boston Area.",network,02101,https://www.bostondsa.org/
Food For Lives,"40 million people face hunger in the U.S. today — including more than 12 million children and more than five million seniors. The world is hungry, but the emptiness goes far beyond the table. Join us to win the fight against homelessness and the underfed",network,30318,https://food4lives.org/
Rapid Response Funding,We are seeing a high volume of requests from across the region for this special funding. Please consider donating - ideally as a monthly sustaining donor - to help us meet the demand and get funds out the door to our communities in the weeks and months to come. Thank you!,offer,03857,https://grassrootsfund.org/dollars/rapid-response-funding
Grocery Delivery Campaign,"With Covid-19 at our doorstep, we need to make sure everyone is taken care of. And that means everyone. The most marginalized among us, those most in need of help at times like this, are the ones MOST commonly missed and avoided. Nonprofits can only reach so many people, and often it is only those who are connected to their services already. People experiencing homelessness, addicts, and sex workers without any institutional support are in need of food and supplies just as the rest of us are, and we need your help to reach them. Please donate to help us ensure that those most vulnerable are also receiving the help they deserve.",action,02130,https://fundrazr.com/f1dTp3?ref=ab_38OSc3_ab_AfbjMWBrrxgAfbjMWBrrxg
Tell Kroger to provide Paid Leave,"Kroger runs grocery chains including Ralph's, Harris Teeter, QFC, Smiths, Fred Meyer, and Dillons. They have a presence in all of our communities, and now we need to show up to support the workers who need us. Sign and share this petition.",action,00000,https://sign.moveon.org/petitions/tell-kroger-to-provide-paid-sick-leave-to-employees?akid=260743.38596623.pCoq7a&rd=1&source=mo.ws&t=7
Hazardous Pay for Health Care Workers,Please allow us a raise or at least HAZARDOUS PAY throughout the healthcare system immediately!,action,00000,https://www.change.org/p/donald-j-trump-hazardous-pay-for-healthcare-workers
Food and Delivery Strikes,a running list of recent and ongoing strikes,action,00000,https://www.thecut.com/2020/04/whole-foods-amazon-mcdonalds-among-coronavirus-strikes.html?fbclid=IwAR1fNSSFpkonpXKQxHWe4MWQffIgZnBaqQRhrMN9Ca_RRxGizAhIN3_f-yw
A Peoples' Bailout for COVID-19,"Make COVID-19 testing and treatment free, Protect Medicaid, Keep workers safe and secure, Cancel rent and protect tenants’ homes, Cancel debt payments, House the homeless, Decarcerate for public health, Reduce policing to improve public health, Ensure immigrant communities' safety and health",action,00000,https://actionnetwork.org/petitions/a-peoples-bailout-in-response-to-the-covid-19-pandemic?source=direct_link&
